Requête,SELECT(n),JOIN(n),FILTER(1ou 0),UNION(n ou 0),ORDER BY(1ou 0),GROUP BY(1ou 0),LIMIT/OFFSET(1ou 0)
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department8.University4834.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department2.University2768.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department15.University9284.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department2.University9288.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department15.University9744.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department8.University383.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department7.University373.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department15.University5220.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department2.University2042.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department3.University1921.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department13.University3441.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department0.University1526.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department3.University9975.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department9.University8351.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department15.University728.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department2.University6928.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department8.University475.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department1.University8335.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department0.University2501.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department0.University2106.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department13.University9096.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department8.University6533.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department1.University3898.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department7.University8256.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department1.University3054.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department17.University5803.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department18.University1050.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department3.University5958.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department4.University5687.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department7.University5289.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department11.University7053.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department0.University8843.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department18.University2507.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department10.University3782.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department7.University2.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department18.University4383.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department5.University4923.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department16.University8627.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department1.University1732.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department7.University6304.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department3.University3206.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department17.University4004.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department12.University1816.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department12.University6288.edu> .
}",4,3,0,0,0,0,0
"SELECT ?X ?Y1 ?Y2 ?Y3 WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#AssistantProfessor> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#name> ?Y1 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Y2 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone> ?Y3 .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#worksFor> <http://www.Department8.University8129.edu> .
}",4,3,0,0,0,0,0
